Advertising_Number,Block,Lot,Qual,Face_Value,Winning_Bidder_number,Name, WinningBid
0427,406,8,,270.14,9000235,LINGUINI INC,$1100.00
0428,406,11,,320.03,9000235,LINGUINI INC,$1100.00
0429,409,6,,274.47,9000235,LINGUINI INC,$1100.00
0430,411,13,,270.14,9000235,LINGUINI INC,$1100.00
0431,411,17,,369.92,9000235,LINGUINI INC,$1100.00
0432,413,7,,270.14,9000235,LINGUINI INC,$1100.00
0433,415,15,,591.22,9000235,LINGUINI INC,0.00%
0434,416,8,,531.21,9000235,LINGUINI INC,$1100.00
0435,417,22,,303.69,9000235,LINGUINI INC,$1100.00
0436,419,6,,685.84,9000235,LINGUINI INC,$1600.00
0437,419,18,,268.94,9000235,LINGUINI INC,$1700.00
0438,419,31,,8136.48,9000235,LINGUINI INC,$2100.00
0439,419,35,,269.55,9000235,LINGUINI INC,$2500.00
0440,420,4,,706.5,9000235,LINGUINI INC,$2900.00
0441,421,21,,646.26,9000237,ARTHUR FONZARELLI,$1600.00
0442,421,29,,270.14,9000237,ARTHUR FONZARELLI,$1600.00
0443,421,32,,502.14,9000237,ARTHUR FONZARELLI,$2100.00
0444,421,71,,5503.36,9000237,ARTHUR FONZARELLI,$2100.00
0445,422,1.01,,818.68,9000237,ARTHUR FONZARELLI,$2100.00
0446,422,26,,98.65,9000237,ARTHUR FONZARELLI,$2100.00
0447,426,1,,16978.21,9000237,ARTHUR FONZARELLI,$2600.00
0448,426,5,,592.52,9000237,ARTHUR FONZARELLI,$2600.00
0449,430,8,,993.71,9000237,ARTHUR FONZARELLI,$2600.00
0450,430,9,,350,9000237,ARTHUR FONZARELLI,$2600.00
0451,432,13,,446.68,9000237,ARTHUR FONZARELLI,$200.00
0452,433,1.01,,820.48,9000237,ARTHUR FONZARELLI,1.00%
0453,433,14,,692.14,9000237,ARTHUR FONZARELLI,4.00%
0454,438,1,,635.61,9000237,ARTHUR FONZARELLI,1.00%
0455,439,3,,571.35,9000237,ARTHUR FONZARELLI,4.00%
0456,439,19,,8897.54,9000237,ARTHUR FONZARELLI,4.00%
0457,439,60,,488.43,9000237,ARTHUR FONZARELLI,4.00%
0458,440,12,,601.43,9000237,ARTHUR FONZARELLI,4.00%
0459,440,21,,726.6,9000237,ARTHUR FONZARELLI,4.00%
0460,443,11,,627.1,9000237,ARTHUR FONZARELLI,4.00%
0461,445,16,,631.55,9000237,ARTHUR FONZARELLI,4.00%
0462,446,4,,761.15,9000636,NATASHA PALMER,7.00%
0463,446,15.01,,574.72,9000636,NATASHA PALMER,7.00%
0464,448,10,,829.84,9000636,NATASHA PALMER,7.00%
0465,,,,762.83,9000636,NATASHA PALMER,7.00%
0466,457,24.01,,270.14,9000636,NATASHA PALMER,7.00%
0467,457,34.01,,568.87,9000237,ARTHUR FONZARELLI,5.00%
0468,461,1,,10242.18,9000237,ARTHUR FONZARELLI,4.00%
0469,463,16,,487.03,9000610,SAMUEL C WEN,$600.00
0470,463,31,,907.22,9000610,SAMUEL C WEN,$1100.00
0471,463,46,,4619.53,9000610,SAMUEL C WEN,$1600.00
0472,464,7,,1548.72,9002304,MARKIM PURVIS,$3100.00
0473,464,12,,276.45,9000610,SAMUEL C WEN,$200.00
0474,469,4,,211.45,9001361,HURH LLC,$3100.00
0475,469,13,,1874.74,9000610,SAMUEL C WEN,$600.00
0476,469,16,,256.16,9000610,SAMUEL C WEN,$200.00
0477,469,21,,2625.51,9000610,SAMUEL C WEN,$1100.00
0478,470,48,,287.69,9000610,SAMUEL C WEN,$900.00
0479,471,1,,264.99,9000610,SAMUEL C WEN,$1300.00
0480,471,10,,402.8,9000610,SAMUEL C WEN,$1700.00
0481,472,9,,203.64,9000610,SAMUEL C WEN,$2100.00
0482,472,22,,100,9000610,SAMUEL C WEN,$2500.00
0483,472,23,,340.34,9000610,SAMUEL C WEN,$2900.00
0484,472,27,,575.71,9000237,ARTHUR FONZARELLI,$3100.00
0485,472,36,,265.4,9000237,ARTHUR FONZARELLI,$3100.00
0486,474,8,,586.07,9000237,ARTHUR FONZARELLI,$3100.00
0487,475,19,,270.14,9000237,ARTHUR FONZARELLI,$3100.00
0488,475,25,,1704.31,9000610,SAMUEL C WEN,$600.00
0489,475,26,,624.3,9000610,SAMUEL C WEN,$600.00
0490,475,31,,574.1,9000610,SAMUEL C WEN,$600.00
0491,480,9,,431.8,9000610,SAMUEL C WEN,$200.00
0492,482,2,,889.01,9000610,SAMUEL C WEN,$600.00
0493,482,9,,968.62,9001361,HURH LLC,$3100.00
0494,485,7,,748.53,9000610,SAMUEL C WEN,$600.00
0495,485,26,,269.55,9000610,SAMUEL C WEN,$200.00
0496,486,14,,544.86,9000610,SAMUEL C WEN,$600.00
0497,488,11,,661.25,9000610,SAMUEL C WEN,$600.00
0498,488,13,,269.55,9000610,SAMUEL C WEN,$200.00
0499,490,6,,270.14,9000610,SAMUEL C WEN,$200.00
0500,491,12,,8881.29,9000610,SAMUEL C WEN,$1100.00
0501,495,12,,498.76,9000610,SAMUEL C WEN,$600.00
0502,495,14,,95.72,9000610,SAMUEL C WEN,$200.00
0503,496,4,,339.22,9000610,SAMUEL C WEN,$200.00
0504,500,7,,1086.8,9000610,SAMUEL C WEN,$600.00
0505,503,11,,1254.28,9000610,SAMUEL C WEN,$600.00
0506,503,12,,7404.05,9002642,FJDHSGDSGS,0.00%
0507,506,2,,924.62,9002642,FJDHSGDSGS,0.00%
0508,507,1,,2408.12,9002642,FJDHSGDSGS,0.00%
0509,507,13,,486.77,9000610,SAMUEL C WEN,$600.00
0510,511,2,,551.01,9002642,FJDHSGDSGS,0.00%
0511,511,10,,151.53,9002642,FJDHSGDSGS,0.00%
0512,511,11,,619.14,9002642,FJDHSGDSGS,0.00%
0513,514,3,,5883.3,9002642,FJDHSGDSGS,0.00%
0514,514,5,,692.03,9002642,FJDHSGDSGS,0.00%
0515,526,10,,6166.83,9002642,FJDHSGDSGS,0.00%
0516,526,11,,975.21,9002642,FJDHSGDSGS,0.00%
0517,526,15,,155,9001361,HURH LLC,$200.00
0518,526,18,,773.15,9002642,FJDHSGDSGS,0.00%
0519,534,8,,85.19,9002642,FJDHSGDSGS,$100.00
0520,537,3,,220,9002642,FJDHSGDSGS,4.00%
0521,537,4,,1576.71,9002642,FJDHSGDSGS,4.00%
0522,537,6,,328.19,9002642,FJDHSGDSGS,4.00%
0523,537,10,,1400.35,9002642,FJDHSGDSGS,4.00%
0524,537,13.02,,2290.22,9002642,FJDHSGDSGS,4.00%
0525,537,19,,1071.09,9002642,FJDHSGDSGS,4.00%
0526,538,19,,2392.55,9002642,FJDHSGDSGS,4.00%
0527,538,22.02,,220,9002642,FJDHSGDSGS,4.00%
0528,539,3,,9134.74,9002642,FJDHSGDSGS,$1000.00
0529,539,12,,295.71,9002642,FJDHSGDSGS,4.00%
0530,539,15,,389.35,9002642,FJDHSGDSGS,1.00%
0531,540,8,,1106.53,9002642,FJDHSGDSGS,4.00%
0532,542,3,,322.69,9002642,FJDHSGDSGS,4.00%
0533,542,5,,600.2,9002642,FJDHSGDSGS,4.00%
0534,545,10,,437.12,9002642,FJDHSGDSGS,1.00%
0535,545,37.01,,544.98,9002642,FJDHSGDSGS,4.00%
0536,546,16,,2263.89,9002304,MARKIM PURVIS,$600.00
0537,546,24,,155,9002642,FJDHSGDSGS,4.00%
0538,549,4,,394.78,9002642,FJDHSGDSGS,1.00%
0539,549,9,,276.45,9002642,FJDHSGDSGS,4.00%
0540,549,15,,406.67,9002642,FJDHSGDSGS,1.00%
0541,552,9,,612.24,9002642,FJDHSGDSGS,4.00%
0542,552,14,,362.35,9002642,FJDHSGDSGS,4.00%
0543,553,5,,1005.45,9002642,FJDHSGDSGS,4.00%
0544,555,1,,600.74,9002642,FJDHSGDSGS,4.00%
0545,555,12,,910.65,9002642,FJDHSGDSGS,4.00%
0546,555,16,,377,9002642,FJDHSGDSGS,1.00%
0547,555,20,,158.08,9002642,FJDHSGDSGS,4.00%
0548,555,23,,640.91,9002642,FJDHSGDSGS,$300.00
0549,556,10,,1639.88,9002642,FJDHSGDSGS,4.00%
0550,556,11,,462.79,9002642,FJDHSGDSGS,1.00%
0551,556,12,,395.26,9002642,FJDHSGDSGS,1.00%
0552,556,15,,723.21,9002642,FJDHSGDSGS,$300.00
0553,556,20,,155,9002642,FJDHSGDSGS,4.00%
0554,558,2.04,,743.54,9002642,FJDHSGDSGS,$300.00
0555,560,2.02,,914.01,9002642,FJDHSGDSGS,4.00%
0556,562,13,,710.73,9002642,FJDHSGDSGS,$300.00
0557,562,17,,286.71,9002642,FJDHSGDSGS,4.00%
0558,,,,155,9002642,FJDHSGDSGS,4.00%
0559,563,1,,6519.19,9002642,FJDHSGDSGS,4.00%
0560,563,21,,1039.47,9002642,FJDHSGDSGS,4.00%
0561,563,33,,220,9002642,FJDHSGDSGS,4.00%
0562,564,6,,483.25,9002642,FJDHSGDSGS,4.00%
0563,565,11,,663.87,9002642,FJDHSGDSGS,$300.00
0564,566,12,,313.96,9002642,FJDHSGDSGS,4.00%
0565,566,14,,847.86,9001438,DEANE D OLIVER,$600.00
0566,567,1,,378.25,9001438,DEANE D OLIVER,$200.00
0567,569,6,,8767.56,9002642,FJDHSGDSGS,4.00%
0568,570,27.01,,211.45,9001438,DEANE D OLIVER,$200.00
0569,571,3,,4266.37,9002642,FJDHSGDSGS,4.00%
0570,571,11,,339.4,9002642,FJDHSGDSGS,4.00%
0571,571,17,,205.71,9002642,FJDHSGDSGS,4.00%
0572,572,5,,408.31,9002642,FJDHSGDSGS,1.00%
0573,572,10,,1332.75,9002642,FJDHSGDSGS,4.00%
0574,572,11,,763.91,9002642,FJDHSGDSGS,$300.00
0575,573,8,,20433.01,9001566,JEREMY GOOD,$1100.00
0576,573,20.02,,155,9002642,FJDHSGDSGS,4.00%
0577,,,,155,9002642,FJDHSGDSGS,4.00%
0578,577,14,,478.15,9002642,FJDHSGDSGS,4.00%
0579,582,5,,270.14,9001438,DEANE D OLIVER,$200.00
0580,582,50,,15270.12,9001566,JEREMY GOOD,$1100.00
0581,582,51,,502.12,9001438,DEANE D OLIVER,$600.00
0582,582,53,,270.14,9001438,DEANE D OLIVER,$200.00
0583,587,3.01,,359299.34,9002642,FJDHSGDSGS,4.00%
0584,587,3.02,,9954.76,9001566,JEREMY GOOD,$1100.00
0585,587,3.03,,15280.54,9001566,JEREMY GOOD,$1100.00
