Advertising_Number,Block,Lot,Qual,Face_Value,Winning_Bidder_number,Name, WinningBid
0962,4701,1,,347.65,00000184,PRO CAP 8  LLC,$2900.00
0963,4701,9,,10081.39,00000163,ACTLIEN HOLDING INC,$22800.00
0966,4701,15,,4795.19,00000162,FIG NJ19  LLC,$4300.00
0971,4702,8,,2863.81,00000184,PRO CAP 8  LLC,$4800.00
0972,4702,9,,1441.41,00000175,CC1 NJ II LLC,$3100.00
0979,4703,7,,6649.6,00000162,FIG NJ19  LLC,$5100.00
0981,4703,9,,5268.05,00000162,FIG NJ19  LLC,$2200.00
0982,4703,12,,1275.37,00000184,PRO CAP 8  LLC,$1400.00
0984,4703,18,,261.46,00000184,PRO CAP 8  LLC,$1000.00
0985,4703,19,,11599.36,00000162,FIG NJ19  LLC,$600.00
0987,4703,22,,229.61,00000077,TRYSTONE CAPITAL ASSETS  LLC,$1200.00
0991,4704,8,,2741.77,00000184,PRO CAP 8  LLC,$2800.00
0992,4704,11,,184.06,00000077,TRYSTONE CAPITAL ASSETS  LLC,$1000.00
0993,4704,15,,402.48,00000184,PRO CAP 8  LLC,$1000.00
0994,4704,17,,1745.75,00000999,STRUCK TO City of Orange,18%
0995,4704,18,,486.49,00000175,CC1 NJ II LLC,$1600.00
1003,4801,18,,159.52,00000077,TRYSTONE CAPITAL ASSETS  LLC,$900.00
1011,4801,28,,497.16,00000175,CC1 NJ II LLC,$1800.00
1012,4802,7,,1326.54,00000175,CC1 NJ II LLC,$2100.00
1013,4802,15,,194.91,00000184,PRO CAP 8  LLC,$1100.00
1014,4802,18,,254.62,00000184,PRO CAP 8  LLC,$2200.00
1016,4802,25,,19851.19,00000162,FIG NJ19  LLC,$29300.00
1017,4802,29,,517.28,00000175,CC1 NJ II LLC,$2000.00
1018,4803,7,,285.48,00000175,CC1 NJ II LLC,$1500.00
1019,4803,9,,812.6,00000175,CC1 NJ II LLC,$1500.00
1021,4803,12,,310.1,00000175,CC1 NJ II LLC,$1700.00
1022,4803,16,,307.72,00000175,CC1 NJ II LLC,$1600.00
1023,4803,17,,795.38,00000175,CC1 NJ II LLC,$1900.00
1028,4804,8,,13234.49,00000162,FIG NJ19  LLC,$5600.00
1029,4901,1,,873.35,00000077,TRYSTONE CAPITAL ASSETS  LLC,18.00%
1030,4901,2,,468,00000175,CC1 NJ II LLC,$1900.00
1031,4901,3,,31902.53,00000162,FIG NJ19  LLC,$600.00
1032,4901,4,,2342.31,00000175,CC1 NJ II LLC,$2400.00
1034,4901,6,,10470.67,00000098,ATCF II NEW JERSEY LLC,$31500.00
1039,4901,16,,365.5,00000175,CC1 NJ II LLC,$1900.00
1042,4901,27,,2284.19,00000184,PRO CAP 8  LLC,$3500.00
1043,4901,28,-C0107,1915.42,00000077,TRYSTONE CAPITAL ASSETS  LLC,$4400.00
1044,4901,28,-C0203,14842.19,00000162,FIG NJ19  LLC,$15000.00
1045,4901,28,-C0204,15624.44,00000162,FIG NJ19  LLC,$15800.00
1046,4901,28,-C0302,3808.73,00000162,FIG NJ19  LLC,$3000.00
1047,4901,30,,1042.65,00000184,PRO CAP 8  LLC,$3700.00
1049,4902,11,,4097.13,00000184,PRO CAP 8  LLC,$6300.00
1052,5001,1,,14193.96,00000098,ATCF II NEW JERSEY LLC,$32000.00
1055,5001,12,,8047.06,00000162,FIG NJ19  LLC,$12700.00
1057,5002,13,,2481.07,00000184,PRO CAP 8  LLC,$3200.00
1060,5002,16,,11810.2,00000162,FIG NJ19  LLC,$8500.00
1065,5003,1,,18364.06,00000098,ATCF II NEW JERSEY LLC,$41400.00
1066,5003,3,,18170.31,00000098,ATCF II NEW JERSEY LLC,$41000.00
1068,5003,10,,5191.3,00000162,FIG NJ19  LLC,$2600.00
1070,5004,9,,5483.11,00000184,PRO CAP 8  LLC,$12400.00
1076,5004,21,,806.76,00000175,CC1 NJ II LLC,$1900.00
1082,5004,33,,155.66,00000162,FIG NJ19  LLC,$100.00
1086,5004,40,,472.87,00000175,CC1 NJ II LLC,$2100.00
1088,5004,44,,18286.11,00000162,FIG NJ19  LLC,$18400.00
1097,5005,25,-C0001,418.38,00000184,PRO CAP 8  LLC,$900.00
1101,5005,25,-C0008,2823.71,00000162,FIG NJ19  LLC,$2000.00
1105,5005,30,,1308.97,00000077,TRYSTONE CAPITAL ASSETS  LLC,$3000.00
1107,5101,8,,1338.36,00000184,PRO CAP 8  LLC,$1400.00
1108,5103,2,,210.1,00000184,PRO CAP 8  LLC,$1100.00
1110,5103,7,,512.03,00000175,CC1 NJ II LLC,$1600.00
1111,5103,13,,13656.33,00000162,FIG NJ19  LLC,$8500.00
1113,5103,17,-C0115,1550.99,00000192,LB-HONEY BADGER,$1700.00
1114,5103,17,-C0211,2436.38,00000192,LB-HONEY BADGER,$2500.00
1115,5103,17,-C0212,633.69,00000184,PRO CAP 8  LLC,$1400.00
1117,5103,17,-C0311,642.81,00000184,PRO CAP 8  LLC,$1400.00
1119,5103,17,-C0411,633.69,00000184,PRO CAP 8  LLC,$1400.00
1123,5103,31,,3126.55,00000184,PRO CAP 8  LLC,$5300.00
1129,5201,12,,224.28,00000184,PRO CAP 8  LLC,$1400.00
1131,5201,14,,4692.46,00000184,PRO CAP 8  LLC,$7700.00
1132,5201,17,,5504.74,00000184,PRO CAP 8  LLC,$10700.00
1133,5201,22,,467.56,00000077,TRYSTONE CAPITAL ASSETS  LLC,$1500.00
1134,5201,23,,520.62,00000175,CC1 NJ II LLC,$1700.00
1137,5202,13,,261.11,00000175,CC1 NJ II LLC,$1400.00
1138,5202,14,,148.93,00000162,FIG NJ19  LLC,$100.00
1139,5202,15,,436.32,00000175,CC1 NJ II LLC,$1900.00
1146,5202,28,,7067.8,00000184,PRO CAP 8  LLC,$10700.00
1154,5301,2,,1827.47,00000175,CC1 NJ II LLC,$2000.00
1155,5301,3,,727.83,00000184,PRO CAP 8  LLC,$1200.00
1157,5301,9,,4431.57,00000162,FIG NJ19  LLC,$3700.00
1160,5301,14,,2852.19,00000175,CC1 NJ II LLC,$3000.00
1166,5301,28,,339.5,00000175,CC1 NJ II LLC,$1600.00
1169,5301,44,,149.65,00000162,FIG NJ19  LLC,$100.00
1171,5301,46,,547.95,00000175,CC1 NJ II LLC,$2800.00
1174,5301,50,,39045.41,00000162,FIG NJ19  LLC,$43700.00
1176,5301,52,,13175.64,00000184,PRO CAP 8  LLC,$55300.00
1182,5302,14,,306.03,00000175,CC1 NJ II LLC,$1500.00
1184,5302,20,,28985.41,00000162,FIG NJ19  LLC,$32300.00
1185,5303,3,,13349.84,00000163,ACTLIEN HOLDING INC,$32300.00
1187,5303,7,,8552,00000162,FIG NJ19  LLC,$8800.00
1192,5401,4,,434.6,00000175,CC1 NJ II LLC,$1600.00
1193,5401,5,,1161.33,00000175,CC1 NJ II LLC,$2000.00
1194,5401,9,,1733.9,00000184,PRO CAP 8  LLC,$8900.00
1196,5502,5,,438.11,00000184,PRO CAP 8  LLC,$1400.00
1197,5601,1,,3825.66,00000175,CC1 NJ II LLC,$3900.00
1199,5601,5,,23583.54,00000163,ACTLIEN HOLDING INC,$53200.00
1200,5601,6,,4935.39,00000184,PRO CAP 8  LLC,$10000.00
1202,5601,8,,489.4,00000077,TRYSTONE CAPITAL ASSETS  LLC,$2500.00
1206,5602,3,,697.77,00000175,CC1 NJ II LLC,$2200.00
1209,5602,14,,148.93,00000077,TRYSTONE CAPITAL ASSETS  LLC,$800.00
1211,5602,19,,475.1,00000175,CC1 NJ II LLC,$3100.00
1213,5602,24,,1603.05,00000175,CC1 NJ II LLC,$6100.00
1217,5701,4,,3323.01,00000184,PRO CAP 8  LLC,$10100.00
1218,5701,8,,16667.96,00000184,PRO CAP 8  LLC,$58900.00
1223,5801,3,,684.17,00000175,CC1 NJ II LLC,$1500.00
1225,5801,7,,174.37,00000184,PRO CAP 8  LLC,$1000.00
1227,5801,9,,600.06,00000175,CC1 NJ II LLC,$1900.00
1232,5801,26,,497.59,00000175,CC1 NJ II LLC,$1600.00
1234,5801,31,,14293.43,00000098,ATCF II NEW JERSEY LLC,$32300.00
1235,5802,2,,388.61,00000077,TRYSTONE CAPITAL ASSETS  LLC,$1500.00
1239,5802,12,,407.3,00000184,PRO CAP 8  LLC,$1300.00
1240,5802,18,,214.51,00000162,FIG NJ19  LLC,$600.00
1247,5901,3,,3156.75,00000184,PRO CAP 8  LLC,$4800.00
1248,5901,5,,269.67,00000077,TRYSTONE CAPITAL ASSETS  LLC,$1300.00
1249,5901,6,,8817.61,00000162,FIG NJ19  LLC,$11000.00
1251,5901,12,,2731.86,00000162,FIG NJ19  LLC,$10700.00
1252,5901,13,,2978.31,00000184,PRO CAP 8  LLC,$5100.00
1253,5901,14,,327.15,00000175,CC1 NJ II LLC,$1700.00
1256,5901,23,,52639.51,00000162,FIG NJ19  LLC,$28200.00
1257,5901,31,,528.82,00000161,TOWER DB IX TRUST 2019-1,$2500.00
1259,5902,1,,39695.32,00000162,FIG NJ19  LLC,$43300.00
1260,5902,2,,31910.17,00000162,FIG NJ19  LLC,$37700.00
1263,5902,7,,568.76,00000077,TRYSTONE CAPITAL ASSETS  LLC,$1800.00
1264,5902,8,,2539.06,00000162,FIG NJ19  LLC,$2000.00
1266,5902,15,,177.48,00000077,TRYSTONE CAPITAL ASSETS  LLC,$900.00
1270,5902,20,,2517.95,00000184,PRO CAP 8  LLC,$3900.00
1274,5903,15,,4898.35,00000184,PRO CAP 8  LLC,$5000.00
1276,5903,28,,375.72,00000175,CC1 NJ II LLC,$2000.00
1279,6001,3,-C0005,8219.52,00000162,FIG NJ19  LLC,$2800.00
1280,6001,3,-C0007,4298.07,00000162,FIG NJ19  LLC,$2200.00
1282,6001,3,-C0013,2704.16,00000162,FIG NJ19  LLC,$2600.00
1285,6001,5,,2106.26,00000184,PRO CAP 8  LLC,$2700.00
1287,6001,9,,1830.95,00000077,TRYSTONE CAPITAL ASSETS  LLC,$10200.00
1289,6003,8,,2747.42,00000184,PRO CAP 8  LLC,$3500.00
1292,6003,12,,725.74,00000184,PRO CAP 8  LLC,$1000.00
1294,6003,16,,1701.69,00000184,PRO CAP 8  LLC,$2700.00
1296,6003,19,,225.53,00000184,PRO CAP 8  LLC,$1100.00
1307,6004,6,,1612.76,00000184,PRO CAP 8  LLC,$3100.00
1308,6004,8,,410.94,00000077,TRYSTONE CAPITAL ASSETS  LLC,$1500.00
1309,6004,13,,1235.96,00000184,PRO CAP 8  LLC,$1300.00
1311,6005,1,,7925.93,00000184,PRO CAP 8  LLC,$14900.00
1314,6005,6,,2007.83,00000162,FIG NJ19  LLC,18.00%
1316,6006,4,,565.47,00000162,FIG NJ19  LLC,$1500.00
1318,6006,9,,2635.25,00000077,TRYSTONE CAPITAL ASSETS  LLC,$5200.00
1320,6007,2,,15166.84,00000162,FIG NJ19  LLC,$16700.00
1322,6007,3,-C1002,373.99,00000162,FIG NJ19  LLC,$1500.00
1323,6007,3,-C2001,5091.01,00000162,FIG NJ19  LLC,$5400.00
1328,6007,11,,444.75,00000184,PRO CAP 8  LLC,$800.00
1330,6007,14,,356.58,00000184,PRO CAP 8  LLC,$800.00
1336,6007,27,,3782.27,00000162,FIG NJ19  LLC,$3000.00
1341,6008,18,,242.2,00000184,PRO CAP 8  LLC,$1500.00
1342,6008,21,,792.93,00000077,TRYSTONE CAPITAL ASSETS  LLC,18.00%
1346,6008,34,,148.93,00000162,FIG NJ19  LLC,$500.00
1347,6008,36,,148.93,00000162,FIG NJ19  LLC,$500.00
1348,6009,5,,690.64,00000162,FIG NJ19  LLC,$1500.00
1349,6009,8,,6602.35,00000162,FIG NJ19  LLC,$2300.00
1351,6009,14,,2346.2,00000162,FIG NJ19  LLC,$2000.00
1354,6009,19,,9154.26,00000162,FIG NJ19  LLC,$8500.00
1356,6101,5,,40262.27,00000162,FIG NJ19  LLC,$25000.00
1358,6101,12,,14556.08,00000094,LIONHEART HOLDINGS  LLC,18.00%
1370,6102,26,,11639.51,00000098,ATCF II NEW JERSEY LLC,$26300.00
1371,6102,27,,8373.25,00000192,LB-HONEY BADGER,18.00%
1373,6102,29,,2205.55,00000184,PRO CAP 8  LLC,$3400.00
1374,6102,30,,223.06,00000184,PRO CAP 8  LLC,$1100.00
1376,6103,10,,5528.89,00000163,ACTLIEN HOLDING INC,$10700.00
1378,6103,15,,26103.68,00000162,FIG NJ19  LLC,$34500.00
1380,6104,2,,4864.21,00000162,FIG NJ19  LLC,$100.00
1383,6106,6,,19883.72,00000077,TRYSTONE CAPITAL ASSETS  LLC,18.00%
1394,6107,13,,226.79,00000162,FIG NJ19  LLC,$1100.00
1397,6107,20,,2955.28,00000162,FIG NJ19  LLC,$2000.00
1398,6108,7,,1712.21,00000162,FIG NJ19  LLC,$2000.00
1399,6108,11,,1573.19,00000184,PRO CAP 8  LLC,$2500.00
1400,6108,13,,6154.78,00000162,FIG NJ19  LLC,$2900.00
1401,6108,15,,1784.9,00000184,PRO CAP 8  LLC,$2800.00
1402,6201,2,,491.02,00000077,TRYSTONE CAPITAL ASSETS  LLC,$1600.00
1403,6202,2,,480.41,00000184,PRO CAP 8  LLC,$700.00
1407,6202,9,,2998.18,00000162,FIG NJ19  LLC,$2700.00
1408,6202,12,,1648.3,00000184,PRO CAP 8  LLC,$1700.00
1409,6202,14,,291.13,00000184,PRO CAP 8  LLC,$1100.00
1410,6202,16,,744.02,00000162,FIG NJ19  LLC,$1500.00
1412,6202,23,,373.3,00000162,FIG NJ19  LLC,$1500.00
1413,6203,1,,4683.34,00000162,FIG NJ19  LLC,$2800.00
1422,6204,7,,15013.78,00000163,ACTLIEN HOLDING INC,$24100.00
1427,6205,2,,174.03,00000184,PRO CAP 8  LLC,$800.00
1428,6205,3,,764.7,00000162,FIG NJ19  LLC,$1500.00
1431,6205,13,,186.34,00000162,FIG NJ19  LLC,$100.00
1432,6205,15,,708.54,00000184,PRO CAP 8  LLC,$1200.00
1440,6207,3,,148.93,00000077,TRYSTONE CAPITAL ASSETS  LLC,$800.00
1441,6207,4,,373.56,00000184,PRO CAP 8  LLC,$1400.00
1443,6207,8,,5932.35,00000162,FIG NJ19  LLC,$2200.00
1445,6207,18,,685.25,00000162,FIG NJ19  LLC,$2100.00
1454,6209,3,,2615.98,00000184,PRO CAP 8  LLC,$4000.00
1458,6209,12,,16536.08,00000162,FIG NJ19  LLC,$16700.00
1462,6210,2,,573.74,00000999,STRUCK TO City of Orange,18%
1463,6210,4,,13057.58,00000162,FIG NJ19  LLC,$8500.00
1470,6301,8,,355.07,00000184,PRO CAP 8  LLC,$900.00
1472,6302,2,,343.93,00000077,TRYSTONE CAPITAL ASSETS  LLC,$1500.00
1476,6302,12,,191.29,00000162,FIG NJ19  LLC,$500.00
1477,6302,16,,4242.47,00000162,FIG NJ19  LLC,$3300.00
1480,6303,5,,4552.81,00000162,FIG NJ19  LLC,$2000.00
1481,6303,6,,2975.52,00000184,PRO CAP 8  LLC,$6100.00
1491,6401,25,,294.18,00000077,TRYSTONE CAPITAL ASSETS  LLC,$1600.00
1494,6401,37,,400.58,00000077,TRYSTONE CAPITAL ASSETS  LLC,$1500.00
1496,6401,41,,152.83,00000077,TRYSTONE CAPITAL ASSETS  LLC,$900.00
1497,6401,44,,1948.86,00000162,FIG NJ19  LLC,$1900.00
1498,6401,49,,148.93,00000162,FIG NJ19  LLC,$100.00
1499,6401,50,,576.28,00000162,FIG NJ19  LLC,$500.00
1500,6401,51,,400.9,00000184,PRO CAP 8  LLC,$1300.00
1501,6401,53,,273.87,00000184,PRO CAP 8  LLC,$1100.00
1503,6402,2,,4919.51,00000184,PRO CAP 8  LLC,$8100.00
1505,6402,11,,501.58,00000184,PRO CAP 8  LLC,$1100.00
1507,6501,1,,148.93,00000162,FIG NJ19  LLC,$100.00
1511,6501,11,,312.41,00000162,FIG NJ19  LLC,$1200.00
1518,6501,38,,3560.65,00000184,PRO CAP 8  LLC,$5400.00
1519,6601,5,,6755.82,00000162,FIG NJ19  LLC,$2500.00
1522,6601,9,,8418.03,00000192,LB-HONEY BADGER,$12300.00
1526,6601,15,,3494.07,00000184,PRO CAP 8  LLC,$8100.00
1528,6601,25,,2952.23,00000184,PRO CAP 8  LLC,$4500.00
1529,6602,1,,12077.46,00000098,ATCF II NEW JERSEY LLC,$27300.00
1534,6602,11,,6586.53,00000163,ACTLIEN HOLDING INC,$13700.00
1542,6602,32,,2341.63,00000184,PRO CAP 8  LLC,$4800.00
1545,6602,38,,1435.05,00000184,PRO CAP 8  LLC,$1900.00
1548,6602,47,,9492.19,00000184,PRO CAP 8  LLC,$12000.00
1551,6602,54,,23790.02,00000162,FIG NJ19  LLC,$29500.00
1553,6701,2,,18442.94,00000098,ATCF II NEW JERSEY LLC,$41600.00
1554,6701,6,,720.44,00000162,FIG NJ19  LLC,$1500.00
1556,6701,11,,377.59,00000162,FIG NJ19  LLC,$1500.00
1558,6701,17,,592.52,00000077,TRYSTONE CAPITAL ASSETS  LLC,0.00%
1560,6702,1,,12976.74,00000098,ATCF II NEW JERSEY LLC,$29300.00
1567,6702,19,,1998.62,00000184,PRO CAP 8  LLC,$4000.00
1569,6702,21,,166.95,00000184,PRO CAP 8  LLC,$900.00
1571,6702,24,,149.65,00000162,FIG NJ19  LLC,$100.00
1575,6704,5,,3948.25,00000184,PRO CAP 8  LLC,$6300.00
1576,6704,6,,3718.63,00000192,LB-HONEY BADGER,$5000.00
1579,6705,5,,30870.47,00000162,FIG NJ19  LLC,18.00%
1581,6705,11,,173.11,00000184,PRO CAP 8  LLC,$1000.00
1584,6801,5,,401.38,00000162,FIG NJ19  LLC,$1500.00
1594,6901,4,,4232.04,00000184,PRO CAP 8  LLC,$5400.00
1597,6901,11,,3884.4,00000162,FIG NJ19  LLC,$2000.00
1598,6901,17,,54169.24,00000162,FIG NJ19  LLC,$58300.00
1601,6901,25,,1065.96,00000162,FIG NJ19  LLC,$200.00
1607,6903,4,,828.1,00000162,FIG NJ19  LLC,$1400.00
1608,6903,6,,2843.16,00000162,FIG NJ19  LLC,$2000.00
1611,7001,1,,14209.81,00000162,FIG NJ19  LLC,$9100.00
1617,7003,5,,10076.39,00000184,PRO CAP 8  LLC,$22800.00
1618,7003,8,,12448.66,00000162,FIG NJ19  LLC,$18000.00
1620,7003,12,,920.99,00000192,LB-HONEY BADGER,18.00%
1624,7003,18,,321.04,00000184,PRO CAP 8  LLC,$1100.00
1626,7003,21,,10394.99,00000162,FIG NJ19  LLC,$8500.00
1629,7004,4,,3855.22,00000077,TRYSTONE CAPITAL ASSETS  LLC,18.00%
1631,7004,5,-C0209,1111.31,00000184,PRO CAP 8  LLC,$2600.00
1633,7004,5,-C0408,7802.56,00000162,FIG NJ19  LLC,$3100.00
